x,y
-15.480405488363013,-12.533963909149435
-15.2303935149086,-12.948669413748863
-14.58322525332618,-13.088027249452976
-15.578661770184741,-12.564835738371775
-15.581615597512714,-12.44714480504621
-14.36057498320069,-13.01614010348017
-14.707068420736313,-13.060032606391163
-14.911416691478005,-12.844046154806826
-14.615377588047645,-13.04233436464045
-20.811989810299632,16.891217201907924
-21.509007347429627,15.092275709133975
-21.893556131339743,14.81661407726694
-20.90296822491648,16.96613848054079
-20.929218510106907,17.01278380173258
-21.609178370874627,15.230092795564115
-21.827849984165635,14.898055845903578
-21.61766076621579,15.13931872746231
-21.85656026936022,14.992644573525078
9.375888524426806,24.633034024606886
9.257275233015534,24.689178385948125
9.91136771597243,25.54644105689358
9.081491454652687,24.712432283821226
9.149690809642888,24.70821309046873
9.283699250277321,25.941724102728394
9.813264143799328,25.56804140876554
9.582146247424948,24.86525943682379
9.617799303108981,25.75531392929096
33.4000600996144,-13.711330618588939
34.28878413528548,-13.78144961323346
33.605126787702254,-13.722338928427785
34.45623765730762,-16.689510754819068
34.32400180862896,-16.698882524745752
33.970456453211355,-14.303113209455821
34.25333681045332,-14.226562829593764
-8.666561211825298,17.46481186466897
-10.846998256058077,14.215519584699484
-8.650948238119952,17.544695329459422
-7.96778870789523,16.287336768503128
-7.963414562033671,16.372653034154528
-8.119846606304883,17.46320633279642
-10.84695971874048,14.890283445182828
-0.40937203630210617,17.797440841727216
-0.7924322772752432,14.751062507729749
2.0918687664390365,20.142575276112225
-1.2726971669481397,15.094952253457325
0.5565190132922466,17.372483996520824
0.16080582119208792,17.416264099739625
1.2752132408584145,14.480725136677004
2.1504378032854365,20.156508131862292
-1.0083529767842385,14.8393278145699
-35.22014448465175,-6.305742675140899
-35.08413069698426,-6.3290721530315786
-35.03198160529101,-6.436801126749654
-33.617354235835066,-3.814264488961887
-33.88649843004629,-6.54408720780127
-33.980400025838115,-4.2279056229050616
-33.576646290765055,-3.744220855471568
-34.847289758547134,-6.66553588942629
-34.95967706041399,-6.564606728935107
-35.10602153243493,-6.4659662460025
-34.79776493848262,-6.540996406145871
-33.81780460005041,-6.4861664082979225
-33.81888574931462,-4.227118172942266
-26.720409324763434,24.2717170822849
-26.700790000079778,24.268183094793166
-26.487341576327474,24.255066780697373
-27.621254328523676,23.00738744821844
-25.56043210583796,24.051312695834326
-26.999818644931516,20.62407230476054
-26.430595583909703,20.2337171984319
-27.415437908765576,23.11054016696744
-26.282823246933617,24.395828134399014
-26.62903762862948,24.374472040204203
-26.629145782989657,24.308827675286874
-26.030697873330638,24.204536040548156
-26.54107636696334,19.730752480086153
-26.635227833254493,20.017926863245485
-26.95874766661252,20.477983902794566
21.9128333092672,5.201731000702847
21.971926204839093,5.2182674529358035
21.789260887047966,5.310672222781195
21.967401782125876,5.258952074581631
21.221954137842875,5.38403046508667
22.773652540255622,9.925322234316402
22.21654202742283,9.979436613987689
21.89495285999598,5.428258857058519
21.050880934201427,5.231632712258354
21.89295130022439,5.192217434555373
21.79422911698962,5.185059234578933
21.41058805795239,5.39802169710373
21.70946685350483,9.382533349591515
22.045493205932953,9.803629365174586
22.76503619719221,9.974064511354412
19.56045669160671,-28.51554131176324
20.046856140859717,-24.042646404755452
18.234125176826044,-27.36970873440975
22.78533843087635,-25.180323999831614
22.35667608827321,-25.177473184979004
18.304709900906573,-27.335951323968416
22.94874492742098,-23.709015167661338
23.068729030218535,-23.67591068768414
20.61995095899366,-28.871037891708415
23.237419441703192,-24.098598653863892
23.271760656010567,-24.106044894342016
20.615548786285505,-28.568864605963938
19.621246616511886,-27.85050929493683
20.279062434080412,-28.807357093703338
18.76079242768587,-26.93635028319548
18.389202156911768,-27.159578824947502
22.715467136093498,-23.546754855993967
18.79767070541318,-26.821141485043313
22.00061086222454,-23.65931597743549
18.47232769288329,-27.176010539505565
-10.641675519137086,22.21832630426225
-12.04835660739315,21.35311317856841
-10.756934772707938,22.242129411147545
-10.311608924960801,22.18727893461859
-10.866776381513157,22.881013086242135
-11.077427070815904,22.355457596591194
-10.827796224682649,22.879759824105687
-13.24343615038997,16.001313123430446
-12.996567425472891,22.372076812973976
-11.153587585177359,22.597318562393443
-11.204947843732718,22.628434654543227
-13.084867406173428,22.291158822093195
-11.951385848695194,21.517538316862964
-10.628385951558121,20.9862264656034
-12.210874860706188,22.16459608648962
-11.909015645349992,22.09135503399511
-12.419768837570391,22.102757425391633
-12.508991302107662,20.81447430564272
-12.599230274588292,22.33332472253642
-11.087936792022258,22.658797475216588
-11.194969918696238,22.36480689952133
-2.343763843709312,15.365524836608685
-1.049876793215122,16.141575638284724
-1.558706120479149,14.930596294034018
-1.2996970883969239,14.260171602238948
-1.9144584728964669,16.183589345910594
-1.7798488494689246,15.321165991294416
-1.472501964731591,15.732948076698907
2.352554914607801,15.71633777673659
-2.3608575789726123,18.200181573751287
-1.6942355786791337,15.544072428991676
-1.6818071027536694,15.647538208823994
-2.2361845574522405,18.623206393051202
-3.3550445486177494,16.14902087201425
-3.3051392121076644,15.608290340212417
-2.298547272775328,16.68335048836154
-2.1076843885524794,16.240292729474096
0.7368417888018715,20.968283523725322
-2.248251139626584,18.75993836473448
-2.320447075884786,16.602687217937973
-1.6361395226977768,15.433475725003056
-1.8100667017452257,15.258455884786564
11.034604977508915,-12.046620614413177
11.66392542810318,-12.009743105902697
9.745941847569267,-12.912321042895037
11.04026183411809,-11.997971983609776
10.987347928675762,-12.738765308371496
10.987982134649604,-11.826090700812042
8.10621226713989,-11.463946458698086
10.828654075092485,-11.473191424359278
8.968962598473121,-11.633301042359713
12.546175551700525,-11.913511448394528
10.1229981524875,-10.54979633536073
8.609637781667375,-12.243308462612688
9.63634046458192,-12.94597088216242
9.07214181431434,-10.291830130431107
10.323563910855464,-10.60021751366722
9.645601940435457,-9.821635409702195
9.717642258235463,-10.051043998027172
11.001612130956472,-11.864208302328215
8.662938046089527,-9.77491371053744
8.824422120763648,-10.167613798697314
8.54188381239184,-12.106388787601379
9.979618717050691,-12.540128518695667
10.959273907806047,-12.808402490197231
10.516919493106194,-10.696615902146995
11.389877648766113,15.751006317054097
9.859611741249823,16.62967398491405
9.825827361614817,17.65629793297127
11.625365061050896,17.242380347130347
12.588574764043482,16.865990849152283
12.563056091793882,16.93061423972066
12.707566901259264,16.007439512168183
11.347456847380663,16.56681435165541
10.588750196240818,16.987297571337137
8.653684600657447,17.64512605483328
8.762367957147111,17.65529597003004
11.8887212380422,16.284699287664374
12.079330178025822,15.65279163990397
12.16490641496624,15.340775117876566
12.163726708321146,15.542028082947663
9.531489245023964,18.694796984028358
11.612727340469629,16.494204994644623
8.315695812584515,17.508457977593316
8.928918044742854,17.73651147857643
9.71809771220517,17.764022320991902
11.596557901117741,16.56163745915535
12.079852985262377,16.07083439191272
-20.021991879091143,-5.649025764180909
-20.382235133254774,-6.423191234524521
-15.992597495779236,-4.7342103030632705
-18.918024759435415,-5.100317191342057
-20.244220777939713,-3.839200680791204
-20.488118366555494,-4.580539495795557
-20.722162054097897,-4.423555936979206
-20.21328062705949,-5.241279072597657
-19.656919286964786,-5.996216547867305
-20.810983442425947,-4.321817908433595
-15.876910444815994,-4.928159611405397
-15.972233964214533,-4.893809432614664
-20.808550477652936,-5.015543231742686
-20.883085789827373,-5.097175871349546
-22.177163596545537,-4.927669850148087
-21.095251042650958,-5.107269189420408
-17.644047301488477,-5.206366573426538
-21.274760618101755,-5.203503627293578
-15.74027478259693,-5.0418650492871455
-20.82097776317494,-3.6136930249193386
-15.952674073532547,-4.847880271883409
-15.956784199621245,-4.73810700332142
-18.847692176197192,-5.169901784061814
-20.673361047415852,-4.925132226600485
-12.838817821550032,-20.343609915927193
-11.37539584408295,-21.089665446752434
-12.210843759109208,-19.38750177390513
-12.10241206922901,-20.62377149437031
-12.28872162067291,-19.40381948598269
-11.457076355404807,-21.621482667194865
-11.727194327197397,-21.4924945257765
-13.015414223911026,-22.158375756432722
-13.199085267443369,-20.924705144505314
-13.488136955615756,-21.065975373840526
-12.849626166564642,-22.032134481328736
-12.129828412374309,-19.57273328632127
-12.251600746098228,-19.40284445826417
-11.934351087200696,-21.59331133781366
-12.9612835361197,-22.096312654836836
-12.672971719767325,-21.787176595927743
24.94840353680738,-11.413990256894436
24.89715615862701,-10.650290015225233
23.176070920511506,-11.47475797519142
23.18527215940797,-11.642815172367925
23.155735541661052,-11.532297570591252
22.906897290657778,-11.504475153587304
25.97534384885519,-9.910460434279193
24.21214551877449,-12.323884681521694
